Namespace,Key,英文原文,原版中文（官方zh）,AI翻译,DeepSeek参考,翻译状态,生效预估（AI预估，仅供参考）
ObjectTitleAndDescription,StationRelay1_Title,Station Relay,站点中继,,空间站中继器,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Thruster1_Description,An industrial grade utility thruster.,,工业级通用推进器。,工业级多功能推进器。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,Thruster1_Title,Small Thruster,小型推进器,,小型推进器,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Thruster2_Description,Provides thrust to maneuver stations and equipment.,提供推动力，用于操纵站点和设备。,,为空间站与设备提供机动推力。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Thruster2_Title,Medium Thruster,中型推进器,,中型推进器,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,TokomakGun1_Description,Experimental plasma accelerator.,实验性等离子加速器。,,实验性等离子体加速器。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,TokomakGun1_Title,Tokamak SPA,托卡马克 SPA,,托卡马克SPA,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,TokomakRelay3_Description,"An advanced high-output assault laser capable of melting through heavy armor with sustained, precision energy beams.",一种先进的高输出攻击型激光武器，能够借助持续的精确能量束穿透厚重的装甲。,,先进的高输出突击激光炮，能以持续精准的能量束熔化重型装甲。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,TokomakRelay3_Title,Assault Laser,突击激光器,,突击激光炮,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,TradeShip1_Description,Resource transporter,资源运输船,,资源运输船,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,TradeShip1_Title,Tradeship,,贸易船,贸易船,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,TradeShipDock1_Description,Designates an empty socket for a tradeship to dock and exchange resources.,,为贸易船指定一个空停靠位，用于对接和交换资源。,指定一个空置的对接位，供贸易船停靠并交换资源。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,TradeShipDock1_Title,Tradeship Port,,贸易船港口,贸易船港,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,TradeShipDock2_Description,"A versatile construction hub that builds essential vessels, from resource-hauling trade ships to heavily armed frigates for fleet defense.",功能齐全的建造中心，能够建造各种类型的舰船，从运输资源的贸易船，到用于舰队防御的武装护卫舰。应有尽有。,,多功能建造中枢，可建造从资源运输贸易船到舰队防御重装护卫舰等各类核心舰船。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,TradeShipDock2_Title,Shipyard,船坞,,星港船坞,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,UpgradeRetrothrusters1_Description,"Boosters can function both as a means of slowing down or stopping a vehicle by firing in the opposite direction of travel, and as regular thrusters to adjust the orientation and maneuver the spacecraft.",助推器具备双向调节功能：逆向喷射时可作为制动装置减速或停泊，正向喷射时则可作为常规推进器，用于飞行姿态的调整与飞船机动。,,助推器既能沿行进反方向喷射以减速或停泊飞船，也可作为常规推进器调整飞船姿态与机动。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,UpgradeRetrothrusters1_Title,Boosters,助推器,,辅助推进器,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,WaterStorage1_Description,A small container for storing water.,,一个小型容器，用于存放水资源。,储存水的小型容器。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,WaterStorage1_Title,Water Storage,水存储库,,储水设施,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,WaterStorage2_Description,A large container for storing water.,,储存水的大型容器。,储存水的大型容器。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,WaterStorage2_Title,Water Storage,水存储库,,储水设施,原版已有,✅ 已生效（原版支持）
PlayerOfficerClassesStringTable,ENGINEER_CLASS_DESCRIPTION,"Engineers are the problem-solvers and builders of the universe. They specialize in repairing ships, maintaining the station, and improving operational efficiency. Their focus on infrastructure ensures the station's systems run smoothly and fleets are always battle-ready. Engineers are crucial for keeping the station's production lines optimized and quickly repairing any damage sustained during mining expeditions or combat.",,工程师是宇宙中的问题解决者与建造者。他们专精于修复飞船、维护空间站以及提升运营效率。对基础设施的专注确保空间站各系统平稳运转，舰队随时保持战备状态。工程师对于优化空间站生产线、迅速修复采矿或战斗中所受的损伤至关重要。,工程师是宇宙中的问题解决者与建造者。他们专精于修理舰船、维护空间站及提升运行效率。他们对基础设施的专注，确保空间站系统平稳运转，舰队时刻整装待战。工程师对优化空间站生产线、快速修复采矿或战斗中所受损伤至关重要。,AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
PlayerOfficerClassesStringTable,MINER_CLASS_DESCRIPTION,"The backbone of any resource-driven economy. Miners specialize in harvesting raw materials from asteroids. Equipped with the best mining lasers and tools, it maximizes extraction efficiency and minimizes waste. With perks like increased mining laser damage, faster extraction rates, and quicker refinery processes, this class excels at turning space rocks into profitable resources. Miners are critical to ensuring a steady flow of resources to fuel the station's industry and growth.",,一切资源驱动型经济的中流砥柱。矿工专精于从小行星中开采原材料。配备最优质的采矿激光与工具，以最大化开采效率、最小化资源浪费。凭借采矿激光伤害加成、更快的开采速率以及更高效的精炼流程等专长，该职业擅长将太空岩石转化为丰厚资源。矿工对于维持稳定的资源流动、为空间站的工业发展提供动力至关重要。,一切资源驱动经济的基石。矿工专精于从小行星开采原材料。他们配备最顶尖的采矿激光与工具，最大化提取效率并减少浪费。凭借采矿激光伤害加成、更快提取速率和加速精炼过程等专长，该职业擅长将太空岩石转化为利润丰厚的资源。矿工对确保持续的资源流以推动空间站的工业与增长至关重要。,AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
PlayerOfficerClassesStringTable,NAVIGATOR_CLASS_DESCRIPTION,"Navigators are the experts in spatial travel and logistics. They optimize travel routes, avoiding dangerous sectors and ensuring the fleet moves quickly and efficiently across the galaxy. Their deep understanding of starmaps and navigation systems allows them to chart courses that minimize fuel consumption and evade hostile encounters. Navigators are invaluable for long-distance expeditions or escaping dangerous situations.",,领航员是空间旅行与物流调度方面的专家。他们优化航行路线，规避危险区域，确保舰队在星系间快速高效地穿梭。对星图与导航系统的深入理解让他们能够规划出消耗燃料最少、规避敌对遭遇的航线。领航员在远距离远征或脱离险境时不可或缺。,领航员是空间航行与物流的专家。他们优化航行路线，避开危险星区，确保舰队在银河系中快速高效地行动。他们对星图和导航系统的深刻理解，使他们能够绘制出最大限度减少燃料消耗并避开敌对遭遇的航线。领航员在长途远征或逃离危险处境时价值非凡。,AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
PlayerOfficerClassesStringTable,SCIENTIST_CLASS_DESCRIPTION,"The Scientist class is focused on research and innovation. Commanders who choose this path are better at unlocking new technologies, upgrading ships, and improving station capabilities. Scientists excel at pushing the boundaries of what's possible, developing faster ships, more efficient mining equipment, or even discovering new asteroid fields rich in untapped resources. Their knowledge helps the Commander stay ahead of the competition through superior technology.",科学家侧重于研究与创新。选择这一职业道路的指挥官更擅长解锁新技术、升级舰船以及提升基地能力。科学家擅长突破现有可能性的极限，研发速度更快的舰船、更高效的采矿设备，甚至还能发现富含未开发资源的全新小行星带。他们的知识可以帮助指挥官凭借先进的技术保持竞争优势。,,科学家职业专注于研究创新。选择此路径的指挥官更擅长解锁新技术、升级舰船和增强空间站能力。科学家们竭力拓展极限——研发更快的舰船，设计更高效的采矿设备，乃至发现蕴藏未开发资源的全新小行星带。他们的知识助力指挥官凭借技术优势领先竞争对手。,原版已有,✅ 已生效（原版支持）
PlayerOfficerClassesStringTable,TRADER_CLASS_DESCRIPTION,"Traders thrive on buying low and selling high, playing the economic markets to their advantage. They specialize in negotiating better deals and hauling cargo across vast distances. With an emphasis on trade routes and resource acquisition, Traders are the most adept at managing the station's economy, ensuring the Commander always has the credits and materials needed to expand operations. Their expertise lies in leveraging supply and demand to turn a profit.",,商人擅长低买高卖，善于利用经济市场为己所用。他们专精于谈判更优厚的交易条件，以及跨越广阔距离运输货物。凭借对贸易路线与资源获取的深度把握，商人是管理空间站经济最得力的职业，确保指挥官始终拥有扩张行动所需的资金与物资。他们的专长在于利用供需关系从中获利。,商人长于低买高卖，利用经济市场为自己谋利。他们专精于谈判获取更优合约，并在广袤距离间运输货物。凭借对贸易路线与资源获取的侧重，商人最擅长管理空间站经济，确保指挥官始终拥有扩张行动所需的资金与材料。他们的专业能力在于利用供需关系实现盈利。,AI新增,❌ 预计不生效（AI预估）—DataTable新增条目需游戏.uasset内烧录中文路径，locres patch无效
